order_details_id,order_id,item_id,realdate,realtime,item_name,category,price
121,49,120,2023-01-01,18:33:00,"Steak Torta",Mexican,13.95
123,51,101,2023-01-01,18:48:28,Hamburger,American,12.95
124,51,112,2023-01-01,18:48:28,"Salmon Roll",Asian,14.95
125,52,109,2023-01-01,18:53:02,"Korean Beef Bowl",Asian,17.95
126,52,129,2023-01-01,18:53:02,"Mushroom Ravioli",Italian,15.5
127,52,122,2023-01-01,18:53:02,"Chips & Salsa",Mexican,7
128,53,112,2023-01-01,18:54:17,"Salmon Roll",Asian,14.95
129,53,123,2023-01-01,18:54:17,"Chips & Guacamole",Mexican,9
130,54,119,2023-01-01,19:01:45,"Chicken Torta",Mexican,11.95
131,54,106,2023-01-01,19:01:45,"French Fries",American,7
132,55,118,2023-01-01,19:03:19,"Steak Burrito",Mexican,14.95
133,55,122,2023-01-01,19:03:19,"Chips & Salsa",Mexican,7
134,56,108,2023-01-01,19:07:00,"Tofu Pad Thai",Asian,14.5
135,56,128,2023-01-01,19:07:00,"Cheese Lasagna",Italian,15.5
136,56,105,2023-01-01,19:07:00,"Mac & Cheese",American,7
137,57,108,2023-01-01,19:10:51,"Tofu Pad Thai",Asian,14.5
138,58,124,2023-01-01,19:30:40,Spaghetti,Italian,14.5
139,58,113,2023-01-01,19:30:40,Edamame,Asian,5
140,59,127,2023-01-01,19:40:08,"Meat Lasagna",Italian,17.95
141,59,112,2023-01-01,19:40:08,"Salmon Roll",Asian,14.95
142,59,113,2023-01-01,19:40:08,Edamame,Asian,5
143,60,104,2023-01-01,20:05:16,"Veggie Burger",American,10.5
144,60,125,2023-01-01,20:05:16,"Spaghetti & Meatballs",Italian,17.95
145,61,101,2023-01-01,20:08:43,Hamburger,American,12.95
146,61,117,2023-01-01,20:08:43,"Chicken Burrito",Mexican,12.95
147,62,101,2023-01-01,20:50:16,Hamburger,American,12.95
148,62,123,2023-01-01,20:50:16,"Chips & Guacamole",Mexican,9
149,63,112,2023-01-01,20:51:42,"Salmon Roll",Asian,14.95
150,64,107,2023-01-01,20:52:08,"Orange Chicken",Asian,16.5
151,65,112,2023-01-01,21:16:00,"Salmon Roll",Asian,14.95
152,65,120,2023-01-01,21:16:00,"Steak Torta",Mexican,13.95
153,65,122,2023-01-01,21:16:00,"Chips & Salsa",Mexican,7
154,65,123,2023-01-01,21:16:00,"Chips & Guacamole",Mexican,9
155,66,108,2023-01-01,21:47:55,"Tofu Pad Thai",Asian,14.5
156,66,110,2023-01-01,21:47:55,"Pork Ramen",Asian,17.95
157,67,105,2023-01-01,22:03:40,"Mac & Cheese",American,7
158,68,108,2023-01-01,22:07:32,"Tofu Pad Thai",Asian,14.5
159,68,117,2023-01-01,22:07:32,"Chicken Burrito",Mexican,12.95
160,68,117,2023-01-01,22:07:32,"Chicken Burrito",Mexican,12.95
161,69,101,2023-01-01,22:12:13,Hamburger,American,12.95
162,70,127,2023-01-02,11:38:51,"Meat Lasagna",Italian,17.95
163,70,121,2023-01-02,11:38:51,"Cheese Quesadillas",Mexican,10.5
164,71,106,2023-01-02,11:40:50,"French Fries",American,7
165,72,131,2023-01-02,11:57:25,"Chicken Parmesan",Italian,17.95
166,73,106,2023-01-02,11:58:56,"French Fries",American,7
167,74,124,2023-01-02,12:01:12,Spaghetti,Italian,14.5
168,74,129,2023-01-02,12:01:12,"Mushroom Ravioli",Italian,15.5
169,74,130,2023-01-02,12:01:12,"Shrimp Scampi",Italian,19.95
170,74,123,2023-01-02,12:01:12,"Chips & Guacamole",Mexican,9
171,75,117,2023-01-02,12:10:15,"Chicken Burrito",Mexican,12.95
172,75,128,2023-01-02,12:10:15,"Cheese Lasagna",Italian,15.5
173,75,111,2023-01-02,12:10:15,"California Roll",Asian,11.95
174,76,107,2023-01-02,12:21:17,"Orange Chicken",Asian,16.5
175,76,109,2023-01-02,12:21:17,"Korean Beef Bowl",Asian,17.95
176,76,127,2023-01-02,12:21:17,"Meat Lasagna",Italian,17.95
177,76,122,2023-01-02,12:21:17,"Chips & Salsa",Mexican,7
178,77,101,2023-01-02,12:22:46,Hamburger,American,12.95
179,77,109,2023-01-02,12:22:46,"Korean Beef Bowl",Asian,17.95
180,78,107,2023-01-02,12:28:14,"Orange Chicken",Asian,16.5
181,78,108,2023-01-02,12:28:14,"Tofu Pad Thai",Asian,14.5
182,78,125,2023-01-02,12:28:14,"Spaghetti & Meatballs",Italian,17.95
183,78,110,2023-01-02,12:28:14,"Pork Ramen",Asian,17.95
184,78,122,2023-01-02,12:28:14,"Chips & Salsa",Mexican,7
185,78,106,2023-01-02,12:28:14,"French Fries",American,7
186,79,110,2023-01-02,12:29:11,"Pork Ramen",Asian,17.95
187,79,112,2023-01-02,12:29:11,"Salmon Roll",Asian,14.95
188,79,106,2023-01-02,12:29:11,"French Fries",American,7
189,80,113,2023-01-02,12:35:38,Edamame,Asian,5
190,80,106,2023-01-02,12:35:38,"French Fries",American,7
191,81,106,2023-01-02,12:40:01,"French Fries",American,7
192,82,107,2023-01-02,12:45:51,"Orange Chicken",Asian,16.5
193,82,102,2023-01-02,12:45:51,Cheeseburger,American,13.95
194,82,122,2023-01-02,12:45:51,"Chips & Salsa",Mexican,7
195,82,132,2023-01-02,12:45:51,"Eggplant Parmesan",Italian,16.95
196,83,105,2023-01-02,12:53:27,"Mac & Cheese",American,7
197,84,113,2023-01-02,13:13:41,Edamame,Asian,5
198,85,108,2023-01-02,13:34:49,"Tofu Pad Thai",Asian,14.5
199,85,108,2023-01-02,13:34:49,"Tofu Pad Thai",Asian,14.5
200,85,117,2023-01-02,13:34:49,"Chicken Burrito",Mexican,12.95
201,85,114,2023-01-02,13:34:49,Potstickers,Asian,9
202,86,109,2023-01-02,13:40:31,"Korean Beef Bowl",Asian,17.95
203,87,110,2023-01-02,14:01:02,"Pork Ramen",Asian,17.95
204,87,129,2023-01-02,14:01:02,"Mushroom Ravioli",Italian,15.5
205,87,123,2023-01-02,14:01:02,"Chips & Guacamole",Mexican,9
206,87,123,2023-01-02,14:01:02,"Chips & Guacamole",Mexican,9
207,88,124,2023-01-02,14:10:08,Spaghetti,Italian,14.5
208,89,121,2023-01-02,14:30:19,"Cheese Quesadillas",Mexican,10.5
209,89,106,2023-01-02,14:30:19,"French Fries",American,7
210,90,120,2023-01-02,15:08:48,"Steak Torta",Mexican,13.95
211,90,106,2023-01-02,15:08:48,"French Fries",American,7
212,91,101,2023-01-02,15:14:43,Hamburger,American,12.95
213,91,104,2023-01-02,15:14:43,"Veggie Burger",American,10.5
214,91,113,2023-01-02,15:14:43,Edamame,Asian,5
215,92,101,2023-01-02,15:17:02,Hamburger,American,12.95
216,92,117,2023-01-02,15:17:02,"Chicken Burrito",Mexican,12.95
217,92,117,2023-01-02,15:17:02,"Chicken Burrito",Mexican,12.95
218,92,127,2023-01-02,15:17:02,"Meat Lasagna",Italian,17.95
219,92,113,2023-01-02,15:17:02,Edamame,Asian,5
220,92,118,2023-01-02,15:17:02,"Steak Burrito",Mexican,14.95
221,92,131,2023-01-02,15:17:02,"Chicken Parmesan",Italian,17.95
222,92,123,2023-01-02,15:17:02,"Chips & Guacamole",Mexican,9
223,92,114,2023-01-02,15:17:02,Potstickers,Asian,9
224,93,120,2023-01-02,15:29:31,"Steak Torta",Mexican,13.95
225,94,110,2023-01-02,16:17:16,"Pork Ramen",Asian,17.95
226,94,105,2023-01-02,16:17:16,"Mac & Cheese",American,7
227,95,111,2023-01-02,16:18:04,"California Roll",Asian,11.95
228,95,118,2023-01-02,16:18:04,"Steak Burrito",Mexican,14.95
229,96,111,2023-01-02,16:21:20,"California Roll",Asian,11.95
230,97,107,2023-01-02,16:45:33,"Orange Chicken",Asian,16.5
231,98,108,2023-01-02,17:18:18,"Tofu Pad Thai",Asian,14.5
232,98,111,2023-01-02,17:18:18,"California Roll",Asian,11.95
233,99,117,2023-01-02,17:45:42,"Chicken Burrito",Mexican,12.95
234,100,109,2023-01-02,17:46:17,"Korean Beef Bowl",Asian,17.95
235,101,102,2023-01-02,17:51:33,Cheeseburger,American,13.95
236,101,113,2023-01-02,17:51:33,Edamame,Asian,5
237,101,121,2023-01-02,17:51:33,"Cheese Quesadillas",Mexican,10.5
238,101,122,2023-01-02,17:51:33,"Chips & Salsa",Mexican,7
239,102,101,2023-01-02,17:54:04,Hamburger,American,12.95
240,102,119,2023-01-02,17:54:04,"Chicken Torta",Mexican,11.95
241,103,123,2023-01-02,18:02:09,"Chips & Guacamole",Mexican,9
242,104,101,2023-01-02,18:02:12,Hamburger,American,12.95
243,104,103,2023-01-02,18:02:12,"Hot Dog",American,9
244,104,127,2023-01-02,18:02:12,"Meat Lasagna",Italian,17.95
245,104,132,2023-01-02,18:02:12,"Eggplant Parmesan",Italian,16.95
246,105,109,2023-01-02,18:12:01,"Korean Beef Bowl",Asian,17.95
247,105,113,2023-01-02,18:12:01,Edamame,Asian,5
248,105,119,2023-01-02,18:12:01,"Chicken Torta",Mexican,11.95
249,106,129,2023-01-02,18:12:13,"Mushroom Ravioli",Italian,15.5
250,106,122,2023-01-02,18:12:13,"Chips & Salsa",Mexican,7
251,107,102,2023-01-02,18:25:09,Cheeseburger,American,13.95
252,107,117,2023-01-02,18:25:09,"Chicken Burrito",Mexican,12.95
253,107,122,2023-01-02,18:25:09,"Chips & Salsa",Mexican,7
254,107,132,2023-01-02,18:25:09,"Eggplant Parmesan",Italian,16.95
255,108,108,2023-01-02,18:25:25,"Tofu Pad Thai",Asian,14.5
256,108,109,2023-01-02,18:25:25,"Korean Beef Bowl",Asian,17.95
257,108,123,2023-01-02,18:25:25,"Chips & Guacamole",Mexican,9
258,109,110,2023-01-02,18:27:50,"Pork Ramen",Asian,17.95
259,109,117,2023-01-02,18:27:50,"Chicken Burrito",Mexican,12.95
260,109,113,2023-01-02,18:27:50,Edamame,Asian,5
261,109,119,2023-01-02,18:27:50,"Chicken Torta",Mexican,11.95
262,110,107,2023-01-02,18:36:19,"Orange Chicken",Asian,16.5
263,110,111,2023-01-02,18:36:19,"California Roll",Asian,11.95
264,110,121,2023-01-02,18:36:19,"Cheese Quesadillas",Mexican,10.5
265,110,122,2023-01-02,18:36:19,"Chips & Salsa",Mexican,7
266,111,102,2023-01-02,18:38:01,Cheeseburger,American,13.95
267,111,124,2023-01-02,18:38:01,Spaghetti,Italian,14.5
268,111,113,2023-01-02,18:38:01,Edamame,Asian,5
269,111,130,2023-01-02,18:38:01,"Shrimp Scampi",Italian,19.95
270,112,113,2023-01-02,18:41:40,Edamame,Asian,5
271,113,102,2023-01-02,18:50:21,Cheeseburger,American,13.95
272,113,129,2023-01-02,18:50:21,"Mushroom Ravioli",Italian,15.5
273,113,105,2023-01-02,18:50:21,"Mac & Cheese",American,7
274,114,113,2023-01-02,18:59:32,Edamame,Asian,5
275,114,120,2023-01-02,18:59:32,"Steak Torta",Mexican,13.95
276,115,107,2023-01-02,19:05:17,"Orange Chicken",Asian,16.5
277,115,111,2023-01-02,19:05:17,"California Roll",Asian,11.95
278,115,106,2023-01-02,19:05:17,"French Fries",American,7
279,116,124,2023-01-02,19:18:49,Spaghetti,Italian,14.5
280,117,118,2023-01-02,19:23:02,"Steak Burrito",Mexican,14.95
281,117,120,2023-01-02,19:23:02,"Steak Torta",Mexican,13.95
282,118,119,2023-01-02,19:26:59,"Chicken Torta",Mexican,11.95
283,118,131,2023-01-02,19:26:59,"Chicken Parmesan",Italian,17.95
284,119,125,2023-01-02,19:32:29,"Spaghetti & Meatballs",Italian,17.95
285,120,108,2023-01-02,19:35:07,"Tofu Pad Thai",Asian,14.5
286,120,109,2023-01-02,19:35:07,"Korean Beef Bowl",Asian,17.95
287,120,131,2023-01-02,19:35:07,"Chicken Parmesan",Italian,17.95
288,121,101,2023-01-02,19:38:48,Hamburger,American,12.95
289,121,125,2023-01-02,19:38:48,"Spaghetti & Meatballs",Italian,17.95
290,121,120,2023-01-02,19:38:48,"Steak Torta",Mexican,13.95
291,121,105,2023-01-02,19:38:48,"Mac & Cheese",American,7
292,122,117,2023-01-02,19:50:19,"Chicken Burrito",Mexican,12.95
293,123,110,2023-01-02,20:12:09,"Pork Ramen",Asian,17.95
294,124,101,2023-01-02,20:12:34,Hamburger,American,12.95
295,124,120,2023-01-02,20:12:34,"Steak Torta",Mexican,13.95
296,124,122,2023-01-02,20:12:34,"Chips & Salsa",Mexican,7
297,124,114,2023-01-02,20:12:34,Potstickers,Asian,9
299,126,132,2023-01-02,20:53:42,"Eggplant Parmesan",Italian,16.95
300,127,113,2023-01-02,20:58:23,Edamame,Asian,5
301,128,122,2023-01-02,21:05:06,"Chips & Salsa",Mexican,7
302,129,107,2023-01-02,21:13:02,"Orange Chicken",Asian,16.5
303,129,114,2023-01-02,21:13:02,Potstickers,Asian,9
304,130,109,2023-01-02,21:14:55,"Korean Beef Bowl",Asian,17.95
305,130,110,2023-01-02,21:14:55,"Pork Ramen",Asian,17.95
306,130,129,2023-01-02,21:14:55,"Mushroom Ravioli",Italian,15.5
307,130,105,2023-01-02,21:14:55,"Mac & Cheese",American,7
308,131,104,2023-01-02,21:33:10,"Veggie Burger",American,10.5
309,131,124,2023-01-02,21:33:10,Spaghetti,Italian,14.5
310,131,126,2023-01-02,21:33:10,"Fettuccine Alfredo",Italian,14.5
311,131,123,2023-01-02,21:33:10,"Chips & Guacamole",Mexican,9
312,132,113,2023-01-02,21:42:45,Edamame,Asian,5
313,133,101,2023-01-02,22:00:17,Hamburger,American,12.95
314,133,109,2023-01-02,22:00:17,"Korean Beef Bowl",Asian,17.95
315,133,114,2023-01-02,22:00:17,Potstickers,Asian,9
316,134,107,2023-01-02,22:13:24,"Orange Chicken",Asian,16.5
317,134,105,2023-01-02,22:13:24,"Mac & Cheese",American,7
318,134,123,2023-01-02,22:13:24,"Chips & Guacamole",Mexican,9
319,135,132,2023-01-02,22:29:34,"Eggplant Parmesan",Italian,16.95
320,136,124,2023-01-02,22:32:49,Spaghetti,Italian,14.5
321,136,118,2023-01-02,22:32:49,"Steak Burrito",Mexican,14.95
322,137,128,2023-01-03,11:34:10,"Cheese Lasagna",Italian,15.5
323,137,113,2023-01-03,11:34:10,Edamame,Asian,5
324,137,122,2023-01-03,11:34:10,"Chips & Salsa",Mexican,7
325,138,102,2023-01-03,11:44:50,Cheeseburger,American,13.95
326,138,125,2023-01-03,11:44:50,"Spaghetti & Meatballs",Italian,17.95
327,138,127,2023-01-03,11:44:50,"Meat Lasagna",Italian,17.95
328,138,120,2023-01-03,11:44:50,"Steak Torta",Mexican,13.95
329,139,124,2023-01-03,11:57:39,Spaghetti,Italian,14.5
330,140,119,2023-01-03,12:26:44,"Chicken Torta",Mexican,11.95
331,140,132,2023-01-03,12:26:44,"Eggplant Parmesan",Italian,16.95
332,141,108,2023-01-03,13:16:01,"Tofu Pad Thai",Asian,14.5
333,142,126,2023-01-03,13:33:59,"Fettuccine Alfredo",Italian,14.5
334,143,102,2023-01-03,13:41:36,Cheeseburger,American,13.95
335,143,108,2023-01-03,13:41:36,"Tofu Pad Thai",Asian,14.5
336,143,109,2023-01-03,13:41:36,"Korean Beef Bowl",Asian,17.95
337,143,129,2023-01-03,13:41:36,"Mushroom Ravioli",Italian,15.5
338,143,113,2023-01-03,13:41:36,Edamame,Asian,5
339,143,119,2023-01-03,13:41:36,"Chicken Torta",Mexican,11.95
340,143,106,2023-01-03,13:41:36,"French Fries",American,7
341,143,132,2023-01-03,13:41:36,"Eggplant Parmesan",Italian,16.95
342,144,101,2023-01-03,13:44:28,Hamburger,American,12.95
343,144,107,2023-01-03,13:44:28,"Orange Chicken",Asian,16.5
344,144,102,2023-01-03,13:44:28,Cheeseburger,American,13.95
345,144,104,2023-01-03,13:44:28,"Veggie Burger",American,10.5
346,144,124,2023-01-03,13:44:28,Spaghetti,Italian,14.5
347,144,125,2023-01-03,13:44:28,"Spaghetti & Meatballs",Italian,17.95
348,144,112,2023-01-03,13:44:28,"Salmon Roll",Asian,14.95
349,144,105,2023-01-03,13:44:28,"Mac & Cheese",American,7
350,144,105,2023-01-03,13:44:28,"Mac & Cheese",American,7
351,144,122,2023-01-03,13:44:28,"Chips & Salsa",Mexican,7
352,144,106,2023-01-03,13:44:28,"French Fries",American,7
353,144,132,2023-01-03,13:44:28,"Eggplant Parmesan",Italian,16.95
354,145,114,2023-01-03,13:53:48,Potstickers,Asian,9
355,146,102,2023-01-03,14:22:10,Cheeseburger,American,13.95
356,146,125,2023-01-03,14:22:10,"Spaghetti & Meatballs",Italian,17.95
357,146,109,2023-01-03,14:22:10,"Korean Beef Bowl",Asian,17.95
359,148,128,2023-01-03,14:40:42,"Cheese Lasagna",Italian,15.5
360,149,131,2023-01-03,14:48:45,"Chicken Parmesan",Italian,17.95
361,150,113,2023-01-03,14:49:58,Edamame,Asian,5
362,151,105,2023-01-03,15:09:34,"Mac & Cheese",American,7
363,151,123,2023-01-03,15:09:34,"Chips & Guacamole",Mexican,9
364,152,109,2023-01-03,15:09:42,"Korean Beef Bowl",Asian,17.95
365,152,131,2023-01-03,15:09:42,"Chicken Parmesan",Italian,17.95
366,152,106,2023-01-03,15:09:42,"French Fries",American,7
367,152,114,2023-01-03,15:09:42,Potstickers,Asian,9
368,153,129,2023-01-03,15:16:34,"Mushroom Ravioli",Italian,15.5
369,154,119,2023-01-03,15:22:43,"Chicken Torta",Mexican,11.95
370,155,104,2023-01-03,15:28:59,"Veggie Burger",American,10.5
371,155,111,2023-01-03,15:28:59,"California Roll",Asian,11.95
372,155,113,2023-01-03,15:28:59,Edamame,Asian,5
373,155,118,2023-01-03,15:28:59,"Steak Burrito",Mexican,14.95
374,156,111,2023-01-03,15:42:19,"California Roll",Asian,11.95
375,156,106,2023-01-03,15:42:19,"French Fries",American,7
376,157,117,2023-01-03,15:43:03,"Chicken Burrito",Mexican,12.95
377,157,128,2023-01-03,15:43:03,"Cheese Lasagna",Italian,15.5
378,157,120,2023-01-03,15:43:03,"Steak Torta",Mexican,13.95
379,157,130,2023-01-03,15:43:03,"Shrimp Scampi",Italian,19.95
380,158,127,2023-01-03,15:54:30,"Meat Lasagna",Italian,17.95
381,158,106,2023-01-03,15:54:30,"French Fries",American,7
382,159,125,2023-01-03,15:59:22,"Spaghetti & Meatballs",Italian,17.95
383,159,106,2023-01-03,15:59:22,"French Fries",American,7
384,160,108,2023-01-03,16:35:33,"Tofu Pad Thai",Asian,14.5
385,161,109,2023-01-03,16:43:46,"Korean Beef Bowl",Asian,17.95
386,161,122,2023-01-03,16:43:46,"Chips & Salsa",Mexican,7
388,162,107,2023-01-03,16:51:22,"Orange Chicken",Asian,16.5
389,163,109,2023-01-03,16:54:54,"Korean Beef Bowl",Asian,17.95
390,163,113,2023-01-03,16:54:54,Edamame,Asian,5
391,163,114,2023-01-03,16:54:54,Potstickers,Asian,9
392,164,102,2023-01-03,16:56:33,Cheeseburger,American,13.95
393,164,113,2023-01-03,16:56:33,Edamame,Asian,5
394,165,119,2023-01-03,16:57:37,"Chicken Torta",Mexican,11.95
395,166,119,2023-01-03,16:58:51,"Chicken Torta",Mexican,11.95
396,167,101,2023-01-03,17:00:49,Hamburger,American,12.95
